X1.x,business_id,categories,Num_Categories,Pretzels,Middle Eastern,Vietnamese,Southern,Wraps,Sushi Bars,British,Indian,New Mexican Cuisine,Burmese,Irish Pub,Steakhouses,Bubble Tea,Ethiopian,Pasta Shops,Malaysian,Tea Rooms,Korean,Spanish,Ethnic Food,Russian,Cafes,Beer,Delis,Bartenders,Dive Bars,Mexican,Ice Cream & Frozen Yogurt,Food Trucks,Food Delivery Services,Food Court,Wineries,Caterers,Beer Garden,Donuts,Comfort Food,Coffee & Tea,Soul Food,Turkish,Asian Fusion,Austrian,Tapas Bars,Mongolian,Fish & Chips,Cuban,Meat Shops,Vegan,Specialty Food,Poke,Chicken Shop,Pizza,Gay Bars,Taiwanese,Cupcakes,Gastropubs,German,Creperies,Armenian,Chicken Wings,Caribbean,Himalayan/Nepalese,Belgian,French,Gelato,Moroccan,Wine & Spirits,Poutineries,Breweries,Barbeque,Laotian,Halal,Irish,Pakistani,Burgers,Peruvian,Brazilian,Ramen,Venezuelan,Salad,Latin American,Breakfast & Brunch,Pubs,Cheesesteaks,Indonesian,Soup,Italian,Afghan,Mediterranean,Persian/Iranian,Bagels,Tacos,Thai,Cajun/Creole,Chinese,Juice Bars & Smoothies,Diners,Beach Bars,Tex-Mex,Noodles,Colombian,Cheese Shops,Bakeries,Tapas/Small Plates,Seafood,Greek,Filipino,Hawaiian,Japanese,Desserts,Szechuan,Internet Cafes,Vegetarian,Wine Bars,Beer Bar,Buffets,Waffles,Cantonese,Falafel,Dim Sum,Seafood Markets,Fast Food,Sports Bars,Hot Dogs,African,Sandwiches,American_Traditional,American_New,primary_category,Buffet,Cafe,Contemporary_casual,Deli,Ethnic,Fast_food,Fast_food_casual,Fine_dining,Other,Pop_up_Restaurant,Pop_up_restaurants,Pub
3768,6pG7n8Rx_7ZXeQQk690Nsw,"Cafes, Sandwiches, Coffee & Tea, Restaurants, Food",5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Cafe,0,1,0,0,0,0,0,0,0,0,0,0
3832,CiNZmBtZRaRSXKjwun4R4A,"Italian, Pizza, Restaurants, Photographers, Event Planning & Services",5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Ethnic,0,0,0,0,1,0,0,0,0,0,0,0
3860,QI-CI9wWRxtw60_aQK1BpA,"Asian Fusion, Restaurants, Mexican, American (New), Sri Lankan",5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Ethnic,0,0,0,0,1,0,0,0,0,0,0,0
4205,0vyh1UE4HH8ayZtXNxIfeQ,"Bars, American (Traditional), Dive Bars, Nightlife, Restaurants",5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Pub,0,0,0,0,0,0,0,0,0,0,0,1
4281,iFlr0eG_qH-cgXFhji7gbQ,"Breakfast & Brunch, Venues & Event Spaces, Event Planning & Services, Nightlife, Pubs, Sandwiches, Bars, Irish Pub, Irish, American (Traditional), Restaurants",11,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Other,0,0,0,0,0,0,0,0,1,0,0,0
4478,ues2rFe_hbRC7s232PX5QA,"Restaurants, Irish, Bars, Nightlife, Pubs",5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Ethnic,0,0,0,0,1,0,0,0,0,0,0,0
4504,84WYW7OfV-IXUJk95EL5_Q,"Brazilian, Food, Restaurants",3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Ethnic,0,0,0,0,1,0,0,0,0,0,0,0
4571,AfoBKJuGBJvQhc3By4K9Dg,"Asian Fusion, Japanese, Restaurants",3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Ethnic,0,0,0,0,1,0,0,0,0,0,0,0
4629,JexI9opGP2n_Xv6IKnN0Bg,"Restaurants, Pizza, Chicken Wings, Sandwiches",4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Fast_food,0,0,0,0,0,1,0,0,0,0,0,0
4657,brIaz5gTzBX6fgJNQZbUCA,"Nightlife, Bars, Sandwiches, Pubs, Restaurants, Salad, Sports Bars",7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,Pub,0,0,0,0,0,0,0,0,0,0,0,1
5308,nsfOIWfXpJVylXvryjEcNw,"Delis, Restaurants",2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Deli,0,0,0,1,0,0,0,0,0,0,0,0
5734,DkVmX5Zzx_lvl-2Zzyz3bQ,"Sandwiches, Restaurants",2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Deli,0,0,0,1,0,0,0,0,0,0,0,0
5866,khHxKm1_x6syS5W2LTX0lw,"Sandwiches, Fast Food, Delis, Restaurants",4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,Deli,0,0,0,1,0,0,0,0,0,0,0,0
6012,HVpwpXneaCWMeEBF7H8jpQ,"Bubble Tea, Taiwanese, Asian Fusion, Restaurants, Food, Chinese",6,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,0,0,0,0,0,0,0,0,1,0,0,0
6117,OQzCZQl9BLU6d1HBxbCHCQ,"Cocktail Bars, Bars, Latin American, Nightlife, Seafood, Mexican, Restaurants",7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Fine_dining,0,0,0,0,0,0,0,1,0,0,0,0
6217,oyoMj4yTMybdMRADjFPXiA,"Restaurants, Greek",2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Ethnic,0,0,0,0,1,0,0,0,0,0,0,0
6265,wPRMHVXKndQZj2Or2mCz8A,"Music Venues, Arts & Entertainment, Bars, Nightlife, Beer, Wine & Spirits, Dive Bars, Food, American (Traditional), Restaurants",10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Pop_up_restaurants,0,0,0,0,0,0,0,0,0,0,1,0
6316,1XZd5hbOdCSaAdx9KdWnrA,"Shopping, Food, Bookstores, Restaurants, Coffee & Tea, Books, Mags, Music & Video",8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Pop_up_restaurants,0,0,0,0,0,0,0,0,0,0,1,0
6482,VMPSdoBgJuyS9t_x_caTig,"Restaurants, Thai, Vegetarian, Laotian",4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Ethnic,0,0,0,0,1,0,0,0,0,0,0,0
6503,2cetuQgbP1Bnzm-uMRlocQ,"Vietnamese, Chinese, Asian Fusion, Noodles, Restaurants, Nightlife, Karaoke, Bars",8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Ethnic,0,0,0,0,1,0,0,0,0,0,0,0
6681,I6iOdOeu3MxxuG6gIhzodQ,"Florists, Cafes, Food, Restaurants, Grocery, Flowers & Gifts, Shopping",7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Other,0,0,0,0,0,0,0,0,1,0,0,0
6950,fqeHgAtcUxp2ocf_RLErkg,"Burgers, Bars, Restaurants, American (New), Pubs, Nightlife",6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Fast_food,0,0,0,0,0,1,0,0,0,0,0,0
7546,K6LwZagSz-cUrCcVemXrlA,"Sandwiches, Restaurants",2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Deli,0,0,0,1,0,0,0,0,0,0,0,0
7557,2vzUzl31fFLHKhM6px-rbg,"Breakfast & Brunch, Event Planning & Services, American (Traditional), Steakhouses, Venues & Event Spaces, Restaurants, Seafood",7,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Other,0,0,0,0,0,0,0,0,1,0,0,0
7777,SxuD7iY8QO88PNbSdNmNKg,"Restaurants, Desserts, Indian, Seafood, Food, Halal",6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Cafe,0,1,0,0,0,0,0,0,0,0,0,0
